Dex,Pokemon,Primary Type,Secondary Type,Level,Rarity,Sky,Light,Time,Weather,Biomes (Wiki),Anti-Biomes (Wiki),Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase (Wiki),Anti-Moon Phase (Wiki),Presets,Gen #,Labels,Egg Groups,Spawn Weight,Context,Spawn ID,Species Archive,Spawn Directory,Species Directory
#0350,Milotic,Water,-----,30-45,Rare,MUST SEE,Any,Any,Any,,,,,,,,,"Freshwater, Underwater",Gen 3,,"Water_1, Dragon",0.5,Submerged,milotic-1,generation3/milotic.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0241,Miltank,Normal,-----,24-49,Common,Any,8 - 15,Any,Any,Grassland,,,,,,,,Natural,Gen 2,,Field,6,Grounded,miltank-1,generation2/miltank.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0241,Miltank Mooshtank Brown,Normal,-----,24-49,Common,Any,8 - 15,Any,Any,Mushroom Fields,,,,,,,,Natural,Gen 2,,Field,0.1,Grounded,miltank-brown-3,generation2/miltank.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0241,Miltank Mooshtank Red,Normal,-----,24-49,Common,Any,8 - 15,Any,Any,Mushroom Fields,,,,,,,,Natural,Gen 2,,Field,9.9,Grounded,miltank-red-2,generation2/miltank.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0439,Mimejr,Psychic,Fairy,6-31,Uncommon,Any,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 4,Baby,Undiscovered,9,Grounded,mimejr-1,generation4/mimejr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0439,Mimejr,Psychic,Fairy,6-31,Uncommon,Any,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 4,Baby,Undiscovered,9,Grounded,mimejr-2,generation4/mimejr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0439,Mimejr,Psychic,Fairy,6-31,Common,CANNOT SEE,Any,Any,Any,Overworld,,,,,,,,Mansion,Gen 4,Baby,Undiscovered,1.8,Grounded,mimejr-3,generation4/mimejr.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0778,Mimikyu,Ghost,Fairy,23-48,Rare,Any,8 - 15,Any,Any,Spooky,,,,,,,,Natural,Gen 7,,Amorphous,10,Grounded,mimikyu-1,generation7/mimikyu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0778,Mimikyu,Ghost,Fairy,23-48,Uncommon,CANNOT SEE,Any,Any,Any,Overworld,,,,,,,,Mansion,Gen 7,,Amorphous,10,Grounded,mimikyu-2,generation7/mimikyu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0572,Minccino,Normal,-----,15-20,Rare,MUST SEE,Any,Any,Any,Forest,,,,,,,,,Gen 5,,Field,7.1,Grounded,minccino-1,generation5/minccino.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior,Rock,Flying,20-30,Uncommon,Any,Any,Night,Any,Overworld,,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-1,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior (Blue),Rock,Flying,20-30,Uncommon,Any,Any,Night,Any,"Freshwater, Coast",,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-6,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior (Green),Rock,Flying,20-30,Uncommon,Any,Any,Night,Any,Jungle,,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-5,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior (Indigo),Rock,Flying,20-30,Uncommon,Any,Any,Night,Any,Glacial,,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-7,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior (Orange),Rock,Flying,20-30,Uncommon,Any,Any,Night,Any,Savanna,,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-3,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior (Red),Rock,Flying,20-30,Uncommon,Any,Any,Any,Any,Nether,,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-2,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior (Violet),Rock,Flying,20-30,Uncommon,Any,Any,Any,Any,End,,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-8,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0774,Minior (Yellow),Rock,Flying,20-30,Uncommon,Any,Any,Night,Any,Sandy,,,,,,,,,Gen 7,,Mineral,20,Grounded,minior-4,generation7/minior.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0312,Minun,Electric,-----,16-41,Uncommon,Any,8 - 15,Any,Any,Plains,,,,,,,,Natural,Gen 3,,Fairy,1,Grounded,minun-1,generation3/minun.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0312,Minun,Electric,-----,16-41,Uncommon,Any,8 - 15,Any,Any,Plains,,,,,Lightning Rod,,,,Gen 3,,Fairy,30,Grounded,minun-2,generation3/minun.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,19-44,Common,Any,1 - 7,Any,Any,Spooky,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-1,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,19-44,Common,Any,0 - 7,Any,Any,"Spooky, Swamp",,,,,,,,Natural,Gen 2,,Amorphous,1.8,Grounded,misdreavus-2,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,19-44,Common,CANNOT SEE,Any,Any,Any,"Spooky, Swamp",,,,,,,,Derelict,Gen 2,,Amorphous,5.4,Grounded,misdreavus-3,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,19-44,Common,Any,8 - 15,Night,Any,Swamp,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-4,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0200,Misdreavus,Ghost,-----,19-44,Common,Any,Any,Any,Any,Nether: Warped,,,,,,,,Natural,Gen 2,,Amorphous,5.4,Grounded,misdreavus-5,generation2/misdreavus.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,39-50,Common,Any,1 - 7,Any,Any,Spooky,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-1,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,39-50,Common,Any,0 - 7,Any,Any,"Spooky, Swamp",,,,,,,,Natural,Gen 4,,Amorphous,0.2,Grounded,mismagius-2,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,39-50,Common,CANNOT SEE,Any,Any,Any,"Spooky, Swamp",,,,,,,,Derelict,Gen 4,,Amorphous,0.6,Grounded,mismagius-3,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,39-50,Common,Any,8 - 15,Night,Any,Swamp,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-4,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0429,Mismagius,Ghost,-----,39-50,Common,Any,Any,Any,Any,Nether: Warped,,,,,,,,Natural,Gen 4,,Amorphous,0.6,Grounded,mismagius-5,generation4/mismagius.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0146,Moltres,Fire,Flying,50-70,Ultra-Rare,MUST SEE,Any,Any,Clear,Badlands,,,,,,,,Natural,Gen 1,"Legendary, Kanto Regional",Undiscovered,1,Grounded,moltres,generation1/moltres.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0146,Moltres Galarian,Dark,Flying,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Floral,,,,,,,,Natural,Gen 1,"Legendary, Kanto Regional",Undiscovered,1,Grounded,moltres-galarian,generation1/moltres.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0391,Monferno,Fire,Fighting,14-41,Ultra-Rare,Any,8 - 15,Any,Clear,Mountain,,,,,,,,"Natural, Treetop",Gen 4,,"Field, Human_Like",0.9,Grounded,monferno-1,generation4/monferno.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0391,Monferno,Fire,Fighting,14-41,Ultra-Rare,Any,Any,Any,Any,Nether: Forest,,,,,,,,"Natural, Treetop",Gen 4,,"Field, Human_Like",0.9,Grounded,monferno-2,generation4/monferno.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0755,Morelull,Grass,Fairy,4-29,Common,Any,Any,Any,Any,"Jungle, Magical, Mushroom",,,,,,,,Natural,Gen 7,,Grass,1.8,Grounded,morelull-1,generation7/morelull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0755,Morelull,Grass,Fairy,4-29,Common,Any,0 - 7,Any,Any,Lush,,,,,,,,Natural,Gen 7,,Grass,1.8,Grounded,morelull-2,generation7/morelull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0755,Morelull,Grass,Fairy,4-29,Common,Any,Any,Any,Any,Nether: Fungus,,,,,,,,Natural,Gen 7,,Grass,9,Grounded,morelull-3,generation7/morelull.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0860,Morgrem,Dark,Fairy,32-37,Common,Any,8 - 15,Any,Any,Magical,,,,,,,,"Natural, Wild",Gen 8,,"Fairy, Human_Like",0.54,Grounded,morgrem-1,generation8/morgrem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0860,Morgrem,Dark,Fairy,32-37,Common,Any,Any,Any,Any,"Nether: Forest, Nether: Warped",Nether: Desert,,,,,,,"Natural, Wild",Gen 8,,"Fairy, Human_Like",0.54,Grounded,morgrem-2,generation8/morgrem.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0877,Morpeko,Electric,Dark,15-32,Uncommon,MUST SEE,Any,Any,Any,Spooky,,,,,,,,,Gen 8,,"Field, Fairy",4.1,Grounded,morpeko-1,generation8/morpeko.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0122,Mrmime,Psychic,Fairy,26-46,Uncommon,Any,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Urban",Gen 1,Kanto Regional,Human_Like,1,Grounded,mrmime-1,generation1/mrmime.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0122,Mrmime,Psychic,Fairy,26-46,Uncommon,Any,8 - 15,Any,Any,Overworld,Freezing,,,,,,,"Natural, Village",Gen 1,Kanto Regional,Human_Like,1,Grounded,mrmime-2,generation1/mrmime.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0122,Mrmime,Psychic,Fairy,26-46,Common,CANNOT SEE,Any,Any,Any,Overworld,,,,,,,,Mansion,Gen 1,Kanto Regional,Human_Like,0.2,Grounded,mrmime-3,generation1/mrmime.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0866,Mrrime,Ice,Psychic,42-50,Uncommon,MUST SEE,Any,Any,Any,Freezing,,,,,,,,Village,Gen 8,,Human_Like,0.8,Grounded,mrrime-1,generation8/mrrime.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0866,Mrrime,Ice,Psychic,42-50,Rare,MUST SEE,Any,Any,Any,Freezing,,,,,,,,Natural,Gen 8,,Human_Like,0.8,Grounded,mrrime-2,generation8/mrrime.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0749,Mudbray,Ground,-----,14-39,Common,Any,8 - 15,Any,Any,"Badlands, Grassland",,,,,,,,Natural,Gen 7,,Field,1.8,Grounded,mudbray-1,generation7/mudbray.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0258,Mudkip,Water,-----,5-31,Ultra-Rare,Any,8 - 15,Any,Rain,Swamp,,,,,,,,Natural,Gen 3,,"Monster, Water_1",9,Grounded,mudkip-1,generation3/mudkip.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0258,Mudkip,Water,-----,5-31,Ultra-Rare,MUST SEE,Any,Any,Any,Swamp,,,,,,,,Underwater,Gen 3,,"Monster, Water_1",9,Submerged,mudkip-2,generation3/mudkip.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0750,Mudsdale,Ground,-----,30-50,Common,Any,8 - 15,Any,Any,"Badlands, Grassland",,,,,,,,Natural,Gen 7,,Field,0.2,Grounded,mudsdale-1,generation7/mudsdale.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,38-50,Uncommon,Any,8 - 15,Any,Any,Swamp,,,,,,,,Water_Surface,Gen 1,Kanto Regional,Amorphous,0.2,Surface,muk-1,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,38-50,Uncommon,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Water_Surface, Urban",Gen 1,Kanto Regional,Amorphous,0.6,Surface,muk-2,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,38-50,Uncommon,Any,8 - 15,Any,Any,Overworld,,,,,,,,"Water_Surface, Village",Gen 1,Kanto Regional,Amorphous,0.6,Surface,muk-3,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0089,Muk,Poison,-----,38-50,Common,Any,Any,Any,Any,Nether: Toxic,,,,,,,,Natural,Gen 1,Kanto Regional,Amorphous,1,Grounded,muk-4,generation1/muk.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0446,Munchlax,Normal,-----,24-39,Rare,Any,8 - 15,Any,Any,"Forest, Hills",,,,,,,,Natural,Gen 4,Baby,Undiscovered,9,Grounded,munchlax-1,generation4/munchlax.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0517,Munna,Psychic,-----,10-25,Uncommon,MUST SEE,Any,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,Field,5.8,Grounded,munna-1,generation5/munna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0517,Munna,Psychic,-----,10-25,Common,Any,Any,Any,Any,End,,,,,,,,,Gen 5,,Field,3,Grounded,munna-2,generation5/munna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,16-41,Common,Any,8 - 15,Any,Any,Spooky,,,,,,,,"Natural, Treetop",Gen 2,,Flying,9,Grounded,murkrow-1,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,16-41,Common,Any,8 - 15,Night,Any,Swamp,,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,murkrow-3,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,16-41,Common,Any,8 - 15,Night,Any,Taiga,,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,murkrow-4,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0198,Murkrow,Dark,Flying,16-41,Common,Any,8 - 15,Night,Any,Sky,,,,,,,,"Natural, Treetop",Gen 2,,Flying,9,Grounded,murkrow-7,generation2/murkrow.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0518,Musharna,Psychic,-----,20-45,Uncommon,MUST SEE,Any,Any,Any,Overworld,,,,,White Bed,,,,Gen 5,,Field,3.2,Grounded,musharna-1,generation5/musharna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0518,Musharna,Psychic,-----,20-45,Rare,Any,Any,Any,Any,End,,,,,,,,,Gen 5,,Field,3.2,Grounded,musharna-2,generation5/musharna.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0932,Nacli,Rock,-----,3-28,Common,Any,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 9,,Mineral,5.4,Grounded,nacli-1,generation9/nacli.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0932,Nacli,Rock,-----,3-28,Common,Any,Any,Any,Any,,,,,,,,,"Salt, Natural, Wild",Gen 9,,Mineral,9,Grounded,nacli-2,generation9/nacli.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0932,Nacli,Rock,-----,3-28,Common,Any,Any,Any,Any,Nether: Quartz,,,,,,,,,Gen 9,,Mineral,9,Grounded,nacli-3,generation9/nacli.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0933,Naclstack,Rock,-----,24-36,Common,Any,8 - 15,Any,Any,Badlands,,,,,,,,"Natural, Wild",Gen 9,,Mineral,0.54,Grounded,naclstack-1,generation9/naclstack.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0933,Naclstack,Rock,-----,24-36,Common,Any,Any,Any,Any,,,,,,,,,"Salt, Natural, Wild",Gen 9,,Mineral,0.9,Grounded,naclstack-2,generation9/naclstack.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0933,Naclstack,Rock,-----,24-36,Common,Any,Any,Any,Any,Nether: Quartz,,,,,,,,,Gen 9,,Mineral,0.9,Grounded,naclstack-3,generation9/naclstack.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0804,Naganadel,Poison,Dragon,50-70,Ultra-Rare,MUST SEE,Any,Any,Any,Swamp,,,,,,,,,Gen 7,Ultra Beast,Undiscovered,3,Grounded,naganadel-1,generation7/naganadel.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0177,Natu,Psychic,Flying,7-32,Common,Any,8 - 15,Day,Any,"Badlands, Plateau",,,,,,,,"Natural, Treetop",Gen 2,,Flying,5.4,Grounded,natu-1,generation2/natu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0177,Natu,Psychic,Flying,7-32,Common,Any,8 - 15,Day,Any,Overworld,,,,,,,,Trail_Ruins,Gen 2,,Flying,90,Grounded,natu-3,generation2/natu.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0800,Necrozma,Psychic,-----,50-70,Ultra-Rare,Any,Any,Any,Any,End,,,,End Stone,,,,Natural,Gen 7,Legendary,Undiscovered,1,Grounded,necrozma,generation7/necrozma.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0827,Nickit,Dark,-----,1-25,Common,Any,8 - 15,Night,Any,"Forest, Taiga",,,,,,,,Natural,Gen 8,,Field,1.8,Grounded,nickit-1,generation8/nickit.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0827,Nickit,Dark,-----,1-25,Uncommon,Any,8 - 15,Night,Any,Plains,,,,,,,,Natural,Gen 8,,Field,9,Grounded,nickit-2,generation8/nickit.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0034,Nidoking,Poison,Ground,37-51,Uncommon,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,"Monster, Field",0.1,Grounded,nidoking-1,generation1/nidoking.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0031,Nidoqueen,Poison,Ground,37-51,Uncommon,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,Undiscovered,0.1,Grounded,nidoqueen-1,generation1/nidoqueen.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0029,Nidoranf,Poison,-----,3-28,Uncommon,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,"Monster, Field",9,Grounded,nidoranf-1,generation1/nidoranf.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0032,Nidoranm,Poison,-----,3-28,Uncommon,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,"Monster, Field",9,Grounded,nidoranm-1,generation1/nidoranm.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0030,Nidorina,Poison,-----,16-37,Uncommon,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,Undiscovered,0.9,Grounded,nidorina-1,generation1/nidorina.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0033,Nidorino,Poison,-----,16-37,Uncommon,Any,8 - 15,Any,Any,Savanna,,,,,,,,"Natural, Wild",Gen 1,,"Monster, Field",0.9,Grounded,nidorino-1,generation1/nidorino.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0793,Nihilego,Rock,Poison,50-70,Ultra-Rare,Any,Any,Any,Any,Swamp,,,,,,,,,Gen 7,Ultra Beast,Undiscovered,3,Grounded,nihilego-1,generation7/nihilego.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0793,Nihilego,Rock,Poison,50-70,Ultra-Rare,Any,Any,Any,Any,End,,,,,,,,,Gen 7,Ultra Beast,Undiscovered,3,Grounded,nihilego-2,generation7/nihilego.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0290,Nincada,Bug,Ground,2-27,Common,Any,0 - 7,Any,Any,"Forest, Jungle",Deep Dark,,,,,,,Natural,Gen 3,,Bug,10,Grounded,nincada-1,generation3/nincada.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0038,Ninetales,Fire,-----,25-51,Uncommon,Any,8 - 15,Any,Any,"Forest, Taiga",Freezing,,,,,,,Natural,Gen 1,Kanto Regional,Field,0.6,Grounded,ninetales-1,generation1/ninetales.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0038,Ninetales,Fire,-----,25-51,Common,Any,Any,Any,Any,Nether: Forest,Nether: Frozen,,,,,,,Natural,Gen 1,Kanto Regional,Field,0.2,Grounded,ninetales-2,generation1/ninetales.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0038,Ninetales Alolan,Ice,Fairy,25-51,Uncommon,Any,8 - 15,Any,Any,"Snowy Forest, Snowy Taiga",,,,,,,,Natural,Gen 1,Kanto Regional,Field,0.6,Grounded,ninetales-alolan-3,generation1/ninetales.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0038,Ninetales Alolan,Ice,Fairy,25-51,Common,Any,Any,Any,Any,Nether: Frozen,,,,,,,,Natural,Gen 1,Kanto Regional,Field,0.2,Grounded,ninetales-alolan-4,generation1/ninetales.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0291,Ninjask,Bug,Flying,20-46,Common,Any,8 - 15,Day,Clear,"Forest, Jungle",Freezing,,,,,,,Natural,Gen 3,,Bug,2,Grounded,ninjask-1,generation3/ninjask.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0164,Noctowl,Normal,Flying,20-45,Common,Any,8 - 15,Night,Any,"Forest, Sky, Spooky",,,,,,,,"Natural, Treetop",Gen 2,,Flying,1,Grounded,noctowl-1,generation2/noctowl.json,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
#0714,Noibat,Flying,Dragon,10-25,Uncommon,Any,8 - 15,Night,Any,Spooky,,,,,,,Full Moon,Natural,Gen 6,,"Flying, Dragon",5,Grounded,noibat-1,generation6/noibat.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
#0714,Noibat,Flying,Dragon,10-25,Common,Any,8 - 15,Night,Any,Spooky,,,,,,Full Moon,,Natural,Gen 6,,"Flying, Dragon",11,Grounded,noibat-2,generation6/noibat.json,BCG x AllTheMons 1.2.0.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
